 {'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '北京自如友家资产管理有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京创业光荣信息科技有限责任公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京看理想文化传媒有限公司', '职位': 'PHP高级研发工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '衣川文化（北京）有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '30k-40k', '工作经验': '3-5年', '公司名称': '北京智驿信息技术有限责任公司', '职位': '高级PHP开发工程师'}
{'薪资': '4k-5k', '工作经验': '不限', '公司名称': '新浪时金（上海）信息技术有限公司', '职位': 'PHP开发工程师（19届毕业生）'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '链家网（北京）科技有限公司', '职位': '高级PHP后端开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '乐视网信息技术（北京）股份有限公司', '职位': 'PHP/Go开发工程师-云平台'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '魔秀科技（北京）股份有限公司', '职位': '高级PHP&nbsp;工程师-002'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京汇通天下物联科技有限公司', '职位': 'PHP开发工程师(J11921)'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京小度信息科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '35k-60k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP高级工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP高级工程师(J180524001)'}
{'薪资': '23k-33k', '工作经验': '3-5年', '公司名称': '北京九州云动科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '25k-50k', '工作经验': '3-5年', '公司名称': '北京萌宝科技有限公司', '职位': 'PHP工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '致美生活（北京）科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': 'PHP研发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京万维之道信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '16k-32k', '工作经验': '1-3年', '公司名称': '北京中公教育科技股份有限公司', '职位': '高级PHP研发工程师'}
{'薪资': '35k-50k', '工作经验': '5-10年', '公司名称': '链家网（北京）科技有限公司', '职位': '资深PHP工程师/架构师/技术经理'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '上海基分文化传播有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '北京好价网络科技有限公司', '职位': '高级php工程师'}
{'薪资': '25k-50k', '工作经验': '3-5年', '公司名称': '奇虎360科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京云动数字媒体技术有限公司', '职位': '高级PHP工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京斗米优聘科技发展有限公司', '职位': 'PHP高级研发工程师（C端）'}
{'薪资': '13k-26k', '工作经验': '1-3年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP初中级工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京麻辣诱惑食品有限公司', '职位': 'PHP工程师'}
{'薪资': '8k-10k', '工作经验': '1-3年', '公司名称': '北京轩辕广告有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '奇妙星空（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': '资深/高级PHP研发工程师(J180705003)'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京金山云网络技术有限公司', '职位': '中级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '衣川文化（北京）有限公司', '职位': '高级PHP应用开发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京一月科技有限公司', '职位': 'PHP 工程师'}
{'薪资': '25k-35k', '工作经验': '3-5年', '公司名称': '北京亿心宜行汽车技术开发服务有限公司', '职位': 'php软件开发工程师'}
{'薪资': '20k-28k', '工作经验': '5-10年', '公司名称': '北京车行一六八信息技术有限公司', '职位': 'PHP'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '紫梧桐（北京）资产管理有限公司', '职位': 'php工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京影合众新媒体技术服务有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '20K-35K', '工作经验': '3-5年', '公司名称': '北京九州云动科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '10k-16k', '工作经验': '1-3年', '公司名称': '上海花千树信息科技有限公司北京分公司', '职位': 'PHP'}
{'薪资': '18k-36k', '工作经验': '不限', '公司名称': '北京小度信息科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '10k-15k', '工作经验': '1-3年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '30k-50k', '工作经验': '5-10年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '5-10年', '公司名称': '北京摩点会想科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '北京拍店电子商务有限公司', '职位': 'PHP高级工程师'}
{'薪资': '15k-25k', '工作经验': '5-10年', '公司名称': '北京祥宸广告有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-20k', '工作经验': '1-3年', '公司名称': '天津市基理科技股份有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-40k', '工作经验': '3-5年', '公司名称': '北京麒麟合盛科技有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京拓课网络科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京奇艺世纪科技有限公司', '职位': 'PHP'}
{'薪资': '13k-26k', '工作经验': '1-3年', '公司名称': '北京云动数字媒体技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-15k', '工作经验': '1-3年', '公司名称': '北京轩辕广告有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-35k', '工作经验': '不限', '公司名称': '北京善义善美科技有限公司', '职位': 'PHP'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京创锐文化传媒有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '5-10年', '公司名称': '奇虎360科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '30k-60k', '工作经验': '5-10年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '资深PHP开发'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '微梦创科网络科技（中国）有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京云杉世界信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '13k-18k', '工作经验': '3-5年', '公司名称': '中教华影电影院线股份有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '轻易科技有限公司', '职位': '资深PHP开发工程师-北京-00108'}
{'薪资': '20k-40k', '工作经验': '不限', '公司名称': '深圳市网心科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京人民在线网络有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '不限', '公司名称': '魔秀科技（北京）股份有限公司', '职位': '资深PHP 工程师'}
{'薪资': '15k-20k', '工作经验': '3-5年', '公司名称': '致美生活（北京）科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '8k-16k', '工作经验': '3-5年', '公司名称': '塞纳德（北京）信息技术有限公司', '职位': 'PHP研发工程师'}
{'薪资': '33k-45k', '工作经验': '3-5年', '公司名称': '炫一下（北京）科技有限公司', '职位': 'PHP开发'}
{'薪资': '18k-36k', '工作经验': '3-5年', '公司名称': '北京作业盒子科技有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '北京数美时代科技有限公司', '职位': 'PHP研发工程师'}
{'薪资': '18k-25k', '工作经验': '5-10年', '公司名称': '上海鋆创信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '25k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP&amp;GO开发工程师(J180807021)'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP工程师'}
{'薪资': '15k-30k', '工作经验': '1-3年', '公司名称': '武汉文网亿联科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP开发工程师--产品技术部(J13195)'}
{'薪资': '13k-15k', '工作经验': '3-5年', '公司名称': '北京家嘉华洋科技发展有限公司', '职位': 'php'}
{'薪资': '30k-55k', '工作经验': '5-10年', '公司名称': '南京蓝鲸人网络科技有限公司', '职位': 'PHP高级工程师（北京）'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京云游互动网络科技有限公司', '职位': 'php开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京伟创迪安教育科技有限公司', '职位': '高级PHP工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京善义善美科技有限公司', '职位': 'php'}
{'薪资': '8k-16k', '工作经验': '1-3年', '公司名称': '人民网股份有限公司', '职位': '研发部-PHP工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '安投融（北京）网络科技有限公司', '职位': '中级PHP工程师'}
{'薪资': '15k-20k', '工作经验': '应届毕业生', '公司名称': '链家网（北京）科技有限公司', '职位': 'PHP研发工程师【2019校园招聘】'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '魔秀科技（北京）股份有限公司', '职位': '高级PHP工程师-001'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '中本聪明(北京)科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '新浪网技术（中国）有限公司', '职位': 'php工程师'}
{'薪资': '20k-38k', '工作经验': '3-5年', '公司名称': '北京云杉世界信息技术有限公司', '职位': 'php高级开发工程师'}
{'薪资': '20k-40k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': '资深PHP研发工程师'}
{'薪资': '25k-40k', '工作经验': '3-5年', '公司名称': '趣分期（北京）信息技术有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '15K-30K', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'php高级工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '珠海乐徽科技投资有限公司', '职位': 'PHP高级开发工程师'}
{'薪资': '10k-20k', '工作经验': '1-3年', '公司名称': '零氪信息技术（北京）有限公司', '职位': 'php研发工程师'}
{'薪资': '13k-18k', '工作经验': '应届毕业生', '公司名称': '联想（北京）有限公司', '职位': 'PHP'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京数字联盟网络科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-30k', '工作经验': '3-5年', '公司名称': '北京陌陌科技有限公司', '职位': 'PHP开发工程师'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京奥鹏远程教育中心有限公司', '职位': 'php开发工程师'}
{'薪资': '10k-14k', '工作经验': '3-5年', '公司名称': '北京通力互联技术服务有限公司', '职位': 'php开发'}
{'薪资': '15k-25k', '工作经验': '3-5年', '公司名称': '北京金海群英网络信息技术有限公司', '职位': '高级PHP工程师'}
{'薪资': '20k-35k', '工作经验': '3-5年', '公司名称': '北京斗米优聘科技发展有限公司', '职位': 'PHP研发工程师'}
{'薪资': '25k-50k', '工作经验': '5-10年', '公司名称': '链家网（北京）科技有限公司', '职位': 'php后端高级研发工程师'}
{'薪资': '10k-20k', '工作经验': '3-5年', '公司名称': '北京未来安全信息技术有限公司', '职位': 'PHP开发工程师'}
{'薪资': '20k-28k', '工作经验': '3-5年', '公司名称': '北京腾跃智汇网络科技有限公司', '职位': '高级PHP开发工程师'}
{'薪资': '15k-30k', '工作经验': '3-5年', '公司名称': '北京世纪好未来教育科技有限公司', '职位': 'PHP中高级工程师'}
{'薪资': '20k-40k', '工作经验': '1-3年', '公司名称': '北京嘀嘀无限科技发展有限公司', '职位': 'PHP高级工程师'}
{'薪资': '20k-40k', '工作经验': '5-10年', '公司名称': '零氪信息技术（北京）有限公司', '职位': '高级php研发工程师'}
{'薪资': '15k-25k', '工作经验': '1-3年', '公司名称': '北京世相科技文化有限公司', '职位': 'PHP开发工程师'}
{'薪资': '30k-40k', '工作经验': '5-10年', '公司名称': '小船出海教育科技（北京）有限公司', '职位': 'PHP研发Leader'}
